"doi","container.title","title","author","type","publisher"
"10.1016/s0021-9258(19)62669-4","Journal of Biological Chemistry","Fluorescence studies on a streptomycin-induced conformational change in ribosomes which correlates with misreading.","J S","journal-article","Elsevier BV"
"10.1074/jbc.m611294200","Journal of Biological Chemistry","Highly Tolerated Amino Acid Substitutions Increase the Fidelity of Escherichia coli DNA Polymerase I","Ern","journal-article","Elsevier BV"
"10.1098/rsta.2016.0343","Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","The thermodynamic efficiency of computations made in cells across the range of life","Christopher P.","journal-article","The Royal Society"
"10.1039/c004635c","Molecular BioSystems","Complex patterns of gene expression in human T cells during in vivo aging","Daniel","journal-article","Royal Society of Chemistry (RSC)"
"10.1101/sqb.2001.66.249","Cold Spring Harbor Symposia on Quantitative Biology","Programmed +1 Translational Frameshifting in the Yeast Saccharomyces cerevisiae Results from Disruption of Translational Error Correction","G.","journal-article","Cold Spring Harbor Laboratory"
"10.1101/sqb.2001.66.17","Cold Spring Harbor Symposia on Quantitative Biology","Atomic Structures of the 30S Subunit and Its Complexes with Ligands and Antibiotics","D.E.","journal-article","Cold Spring Harbor Laboratory"
"10.1111/j.1432-1033.1978.tb20927.x","European Journal of Biochemistry","The Mechanism of Codon-Anticodon Interaction in Ribosomes. Quantitative Study of Codon-Dependent Binding of tRNA to the 30-S Ribosomal Subunits of Escherichia coli","Stanislav V.","journal-article","Wiley"
"10.1080/15476286.2016.1256535","RNA Biology","Atomic mutagenesis at the ribosomal decoding site","Pius","journal-article","Informa UK Limited"
"10.1093/nar/gks769","Nucleic Acids Research","Complementary strand relocation may play vital roles in RecA-based homology recognition","Alexandra","journal-article","Oxford University Press (OUP)"
"10.1093/nar/gkl586","Nucleic Acids Research","High fidelity of RecA-catalyzed recombination: a watchdog of genetic diversity","Dror","journal-article","Oxford University Press (OUP)"
"10.3390/molecules200916643","Molecules","Generation of Aptamers with an Expanded Chemical Repertoire","Stella","journal-article","MDPI AG"
"10.1002/ange.202114581","Angewandte Chemie","Catalytic DNA Polymerization Can Be Expedited by Active Product Release**","http://orcid.org/0000-0003-4255-2973","journal-article","Wiley"
"10.1021/jp106657a","The Journal of Physical Chemistry C","Errors and Error Tolerance in Irreversible Multistep Growth of Nanostructures","Sagi","journal-article","American Chemical Society (ACS)"
"10.1063/1.4938009","The Journal of Chemical Physics","Glucans monomer-exchange dynamics as an open chemical network","http://orcid.org/0000-0003-0040-6783","journal-article","AIP Publishing"
"10.1021/jp0124645","The Journal of Physical Chemistry A","Theoretical Study of the Hydrogen Bond Energy of Base Pairs Formed between Substituted 1-Methylcytosine Derivatives and 9-Methylguanine","Shun-ichi","journal-article","American Chemical Society (ACS)"
"10.1371/journal.pbio.0000028","PLoS Biology","Partially Phosphorylated Pho4 Activates Transcription of a Subset of Phosphate-Responsive Genes","Michael","journal-article","Public Library of Science (PLoS)"
"10.1534/genetics.120.303813","Genetics","John W. (Jan) Drake: A Biochemical View of a Geneticist <i>Par Excellence</i>","Linda J","journal-article","Oxford University Press (OUP)"
"10.1016/s0375-9601(03)00205-6","Physics Letters A","Fundamental facts concerning reversible master equations","Min","journal-article","Elsevier BV"
"10.1103/physreve.89.022712","Physical Review E","Efficient fold-change detection based on protein-protein interactions","W.","journal-article","American Physical Society (APS)"
"10.1016/j.celrep.2018.09.008","Cell Reports","Evolutionary Capacitance Emerges Spontaneously during Adaptation to Environmental Changes","http://orcid.org/0000-0003-4453-9895","journal-article","Elsevier BV"
"10.3389/fimmu.2021.673196","Frontiers in Immunology","Adapting T Cell Receptor Ligand Discrimination Capability via LAT","Wan-Lin","journal-article","Frontiers Media SA"
"10.1073/pnas.2119315119","Proceedings of the National Academy of Sciences","Temperature protocols to guide selective self-assembly of competing structures","Arunkumar","journal-article","Proceedings of the National Academy of Sciences"
"10.15252/embr.202357561","EMBO reports","The divergence of mutation rates and spectra across the Tree of Life","http://orcid.org/0000-0002-1653-0642","journal-article","Springer Science and Business Media LLC"
"10.1146/annurev-biophys-121219-081656","Annual Review of Biophysics","Nonequilibrium Thermodynamics in Cell Biology: Extending Equilibrium Formalism to Cover Living Systems","Xiaona","journal-article","Annual Reviews"
"10.1146/annurev-biophys-121219-081542","Annual Review of Biophysics","Gene Regulation in and out of Equilibrium","Felix","journal-article","Annual Reviews"
"10.1146/annurev-biophys-052118-115534","Annual Review of Biophysics","Regulation of Transmembrane Signaling by Phase Separation","Lindsay B.","journal-article","Annual Reviews"
"10.1146/annurev-biophys-060414-034148","Annual Review of Biophysics","Substrate-Induced Formation of Ribosomal Decoding Center for Accurate and Rapid Genetic Code Translation","Michael Y.","journal-article","Annual Reviews"
"10.1146/annurev-biophys-050511-102240","Annual Review of Biophysics","Cooperativity in Cellular Biochemical Processes: Noise-Enhanced Sensitivity, Fluctuating Enzyme, Bistability with Nonlinear Feedback, and Other Mechanisms for Sigmoidal Responses","Hong","journal-article","Annual Reviews"
"10.1021/bi00505a034","Biochemistry","Interaction of elongation factor Tu with the aminoacyl transfer ribonucleic acid dimer Phe-tRNA-Glu-tRNA","T.","journal-article","American Chemical Society (ACS)"
"10.1103/physreve.95.012152","Physical Review E","Correlation-powered information engines and the thermodynamics of self-correction","Alexander B.","journal-article","American Physical Society (APS)"
"10.1103/physreve.94.052404","Physical Review E","Splitting nodes and linking channels: A method for assembling biocircuits from stochastic elementary units","Cameron","journal-article","American Physical Society (APS)"
"10.1021/jp102400u","The Journal of Physical Chemistry B","Cyclic Conformational Modification of an Enzyme: Serial Engagement, Energy Relay, Hysteretic Enzyme, and Fischer’s Hypothesis","Hong","journal-article","American Chemical Society (ACS)"
"10.1088/1361-6633/aab3ed","Reports on Progress in Physics","Broken detailed balance and non-equilibrium dynamics in living systems: a review","F S","journal-article","IOP Publishing"
"10.1088/1361-6633/aaa628","Reports on Progress in Physics","Fundamental principles in bacterial physiology—history, recent progress, and the future with focus on cell size control: a review","http://orcid.org/0000-0002-0139-4297","journal-article","IOP Publishing"
"10.1088/1361-6633/aa995b","Reports on Progress in Physics","Perspectives on theory at the interface of physics and biology","William","journal-article","IOP Publishing"
"10.1088/1361-6633/aa5aeb","Reports on Progress in Physics","Models of life: epigenetics, diversity and cycles","Kim","journal-article","IOP Publishing"
"10.1016/s0968-0004(02)02064-9","Trends in Biochemical Sciences","Ribosome structure: revisiting the connection between translational accuracy and unconventional decoding","Guillaume","journal-article","Elsevier BV"
"10.1016/s0968-0004(00)01737-0","Trends in Biochemical Sciences","Ribosome fidelity: tRNA discrimination, proofreading and induced fit","Marina V","journal-article","Elsevier BV"
"10.1016/j.sbi.2021.11.005","Current Opinion in Structural Biology","Multiscale kinetic analysis of proteins","http://orcid.org/0000-0002-9820-1307","journal-article","Elsevier BV"
"10.1074/jbc.m205126200","Journal of Biological Chemistry","Leucyl-tRNA Synthetase Consisting of Two Subunits from Hyperthermophilic Bacteria Aquifex aeolicus","Min-Gang","journal-article","Elsevier BV"
"10.1098/rsta.2013.0110","Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","Analog synthetic biology","R.","journal-article","The Royal Society"
"10.1034/j.1600-065x.2002.18516.x","Immunological Reviews","Molecular versatility of antibodies","Henry","journal-article","Wiley"
"10.1002/anie.200900647","Angewandte Chemie International Edition","Correction of Errors during Protein Synthesis","Mathias","journal-article","Wiley"
"10.1016/j.jtbi.2011.08.023","Journal of Theoretical Biology","Stochastic theory of protein synthesis and polysome: Ribosome profile on a single mRNA transcript","Ajeet K.","journal-article","Elsevier BV"
"10.1016/j.jtbi.2011.03.006","Journal of Theoretical Biology","The large-scale evolution by generating new genes from gene duplication; similarity and difference between monoploid and diploid organisms","Jinya","journal-article","Elsevier BV"
"10.1016/j.jtbi.2010.04.001","Journal of Theoretical Biology","Superiority of single covalent modification in specificity: From deterministic to stochastic viewpoint","Luping","journal-article","Elsevier BV"
"10.1016/j.jtbi.2009.10.017","Journal of Theoretical Biology","Elucidation of T cell signalling models","Nick D.L.","journal-article","Elsevier BV"
"10.1093/nar/gkr525","Nucleic Acids Research","The prebiotic evolutionary advantage of transferring genetic information from RNA to DNA","Kevin","journal-article","Oxford University Press (OUP)"
"10.1016/0014-5793(83)80169-0","FEBS Letters","Aminoacyl‐tRNA synthetases: inter‐site interaction as a possible proofreading mechanism","Sergey Kh.","journal-article","Wiley"
"10.1371/journal.pone.0200241","PLOS ONE","A mechanism of T cell dependent selection of antigen engaged Germinal Center B cells","http://orcid.org/0000-0002-0872-4922","journal-article","Public Library of Science (PLoS)"
"10.1371/journal.pone.0202331","PLOS ONE","Identifying feasible operating regimes for early T-cell recognition: The speed, energy, accuracy trade-off in kinetic proofreading and adaptive sorting","http://orcid.org/0000-0002-9900-5092","journal-article","Public Library of Science (PLoS)"
"10.1021/jp0139538","The Journal of Physical Chemistry A","An Ab Initio Study of the Hydrogen Bond Energy of Base Pairs Formed between Substituted 9-Methylguanine Derivatives and 1-Methylcytosine","Shun-ichi","journal-article","American Chemical Society (ACS)"
"10.1103/physrevlett.110.248102","Physical Review Letters","Chemical Sensing by Nonequilibrium Cooperative Receptors","Monica","journal-article","American Physical Society (APS)"
"10.7498/aps.65.188702","Acta Physica Sinica","Advances in the mechanism of mechanochemical coupling of kinesin","Li Ming","journal-article","Acta Physica Sinica, Chinese Physical Society and Institute of Physics, Chinese Academy of Sciences"
"10.1534/genetics.116.197590","Genetics","A Slowed Cell Cycle Stabilizes the Budding Yeast Genome","Peter J","journal-article","Oxford University Press (OUP)"
"10.1016/s0301-4622(02)00145-x","Biophysical Chemistry","Single-molecule enzymology: stochastic Michaelis–Menten kinetics","Hong","journal-article","Elsevier BV"
"10.1016/s0301-4622(02)00160-6","Biophysical Chemistry","Reaction pathways in transcript elongation","Peter H","journal-article","Elsevier BV"
"10.1073/pnas.2103598118","Proceedings of the National Academy of Sciences","Relating cellular signaling timescales to single-molecule kinetics: A first-passage time analysis of Ras activation by SOS","http://orcid.org/0000-0002-6061-8887","journal-article","Proceedings of the National Academy of Sciences"
"10.1073/pnas.2102881118","Proceedings of the National Academy of Sciences","A strong nonequilibrium bound for sorting of cross-linkers on growing biopolymers","http://orcid.org/0000-0002-0745-3155","journal-article","Proceedings of the National Academy of Sciences"
